;Unnamed: 0;sexo;tipo_de_emprendimiento;idea_negocio;barrio;estrato;comuna_ciudadano;fecha_de_beneficio;monto_del_credito;línea_credito
6620;6620;femenino;industria;fabrica de;guayabal;3;15.0;29/03/2017;7377000.0;microempresarial
6621;6621;femenino;comercio;comidas rapidas;la sierra;1;8.0;25/07/2018;2000000.0;microempresarial
6622;6622;masculino;comercio;tienda;guayabal;3;15.0;15/02/2016;6800000.0;microempresarial
6623;6623;femenino;comercio;variedades;san javier no.1;3;13.0;27/07/2018;4000000.0;microempresarial
6624;6624;masculino;comercio;distribuidora de;la milagrosa;3;9.0;1/11/2017;7377000.0;microempresarial
6625;6625;femenino;servicio;recreativo educativo;aranjuez;2;4.0;10/11/2017;1405000.0;microempresarial
6626;6626;femenino;agropecuaria;criadero de animales;la volcana y guayabal;2;50.0;24/04/2017;7300000.0;microempresarial
6627;6627;masculino;comercio;tienda;cabecera san cristobal;2;5.0;6/02/2019;4000000.0;microempresarial
6628;6628;masculino;comercio;fabrica de arepas;buenos aires;3;9.0;28/11/2016;6800000.0;microempresarial
6629;6629;femenino;comercio;drogueria;moravia;2;4.0;20/06/2018;5000000.0;microempresarial
6630;6630;masculino;servicio;organización y;manrique central no. 2;1;3.0;26/04/2016;6443500.0;microempresarial
6631;6631;masculino;industria;fabrica de;cabecera san cristobal;1;60.0;18/01/2019;7800000.0;microempresarial
6632;6632;masculino;comercio;comidas rapidas;francisco antonio zea;3;5.0;22/02/2019;8000000.0;microempresarial
6633;6633;masculino;industria;fabrica de;san pedro;2;4.0;16/04/2018;5000000.0;microempresarial
6634;6634;masculino;comercio;variedades;calasanz;2;12.0;31/07/2018;2000000.0;microempresarial
6635;6635;masculino;comercio;legumbreria;santo domingo savio ;1;1.0;13/06/2017;2000000.0;microempresarial
6637;6637;femenino;industria;fabrica de;cabecera san antonio ;2;80.0;21/06/2018;5000000.0;microempresarial
6639;6639;masculino;comercio;almacen de ropa en;cabecera san cristobal;2;60.0;28/09/2017;7300000.0;microempresarial
6640;6640;femenino;comercio;tienda;aranjuez;2;4.0;9/05/2018;7800000.0;microempresarial
6642;6642;masculino;comercio;ferreteria;manrique central no. 1;2;4.0;26/10/2018;7800000.0;microempresarial
6643;6643;femenino;comercio;comidas rapidas;el salvador;3;9.0;1/02/2017;2000000.0;credioportuno
6644;6644;femenino;comercio;variedades;aranjuez;3;4.0;11/03/2019;8281000.0;microempresarial
6647;6647;femenino;servicio;cafe e internet;robledo;2;7.0;13/10/2016;6890000.0;microempresarial
6649;6649;masculino;industria;fabrica de;santa lucia;3;12.0;26/04/2018;4500000.0;microempresarial
6650;6650;femenino;industria;fabrica de;cabecera san cristobal;2;60.0;7/05/2018;2500000.0;microempresarial
6651;6651;masculino;comercio;comidas rapidas;santo domingo savio ;1;1.0;26/04/2018;3000000.0;microempresarial
6652;6652;masculino;servicio;organización y;robledo;2;7.0;8/09/2016;1500000.0;microempresarial
6653;6653;femenino;comercio;variedades;campo valdes no. 2;2;3.0;31/03/2016;5000000.0;microempresarial
6654;6654;femenino;industria;fabrica de;san javier no.1;1;13.0;7/02/2018;2000000.0;microempresarial
6655;6655;femenino;comercio;comidas rapidas;manrique central no. 1;3;4.0;5/10/2016;6894000.0;microempresarial
6656;6656;femenino;comercio;variedades;trinidad;3;15.0;14/06/2018;7000000.0;microempresarial
6658;6658;femenino;agropecuaria;sembrados;cabecera san cristobal;2;60.0;22/02/2019;15000000.0;microempresarial
6659;6659;femenino;servicio;variedades;alejandro echavarria;3;9.0;14/06/2017;7000000.0;microempresarial
6660;6660;femenino;comercio;comidas rapidas;barrio caicedo;2;9.0;25/07/2017;5000000.0;microempresarial
6661;6661;masculino;comercio;variedades;manrique central no. 1;2;4.0;6/06/2017;7377000.0;microempresarial
6662;6662;femenino;industria;fabrica de;aures no.1;2;7.0;12/07/2016;6000000.0;microempresarial
6663;6663;femenino;comercio;miscelanea;villatina;1;8.0;23/03/2018;7800000.0;microempresarial
6664;6664;masculino;comercio;variedades;enciso;3;8.0;29/12/2017;7000000.0;microempresarial
6665;6665;femenino;industria;fabrica de;moravia;3;4.0;15/03/2017;5000000.0;microempresarial
6666;6666;femenino;comercio;tienda;villa hermosa;3;8.0;8/04/2016;6890000.0;microempresarial
6667;6667;femenino;comercio;panaderia;manrique central no. 1;2;4.0;14/12/2017;7000000.0;microempresarial
6668;6668;femenino;servicio;taller de mecanica;cabecera san antonio ;3;60.0;13/07/2017;7000000.0;microempresarial
6669;6669;femenino;comercio;tienda;palermo;3;4.0;17/07/2017;3000000.0;microempresarial
6670;6670;femenino;comercio;fabrica de alimentos;santa cruz;2;2.0;21/03/2017;7000000.0;microempresarial
6671;6671;masculino;comercio;distribuidora de;francisco antonio zea;3;5.0;20/06/2016;6890000.0;microempresarial
6672;6672;femenino;comercio;variedades;moravia;1;4.0;2/05/2017;7300000.0;microempresarial
6673;6673;masculino;comercio;variedades;las palmas;3;10.0;9/11/2018;3000000.0;microempresarial
6674;6674;masculino;servicio;peluqueria;manrique oriental;2;3.0;29/04/2019;6000000.0;microempresarial
6675;6675;femenino;industria;fabrica de;la floresta;3;12.0;9/03/2017;7370000.0;microempresarial
6676;6676;femenino;industria;fabrica de;campo valdes no. 1;3;4.0;13/12/2017;6000000.0;microempresarial
6677;6677;masculino;servicio;gimnasio;popular;2;1.0;28/11/2017;7000000.0;microempresarial
6678;6678;masculino;comercio;tienda;andalucia;2;2.0;2/03/2017;7300000.0;microempresarial
6679;6679;femenino;comercio;variedades;belen;3;16.0;22/02/2018;2000000.0;microempresarial
6680;6680;femenino;industria;mantenimiento en;villatina;2;8.0;19/04/2017;7000000.0;microempresarial
6681;6681;femenino;servicio;peluqueria;robledo;1;7.0;3/10/2018;7800000.0;microempresarial
6682;6682;masculino;industria;fabrica de;belen;3;16.0;30/04/2018;7800000.0;microempresarial
6683;6683;femenino;servicio;fabrica de;metropolitano;2;13.0;22/05/2017;7377000.0;microempresarial
6684;6684;masculino;servicio;tienda;campo valdes no. 1;3;4.0;4/09/2017;6000000.0;microempresarial
6685;6685;femenino;industria;fabrica de;villa del socorro;1;2.0;2/08/2018;7800000.0;microempresarial
6686;6686;masculino;comercio;comidas rapidas;santa cruz;2;1.0;4/06/2019;8281000.0;microempresarial
6687;6687;femenino;industria;fabrica de;popular;2;1.0;21/04/2017;7370000.0;microempresarial
6688;6688;femenino;comercio;tienda;barrio caicedo;2;9.0;27/10/2017;7000000.0;microempresarial
6689;6689;masculino;comercio;tienda;alfonso lopez;3;5.0;28/08/2017;4400000.0;credioportuno
6690;6690;femenino;comercio;variedades;manrique central no. 1;3;4.0;8/05/2019;3000000.0;microempresarial
6691;6691;femenino;industria;fabrica de colchones;villa del socorro;2;2.0;29/08/2017;7370000.0;microempresarial
6692;6692;masculino;comercio;fabrica de alimentos;robledo;2;7.0;8/11/2017;7300000.0;microempresarial
6694;6694;masculino;comercio;variedades;manrique central no. 1;2;4.0;7/11/2017;248896.0;microempresarial
6695;6695;masculino;servicio;variedades;laureles;3;11.0;14/12/2016;20000000.0;empresarial ed. 
6696;6696;femenino;comercio;fabrica de;cabecera san cristobal;2;60.0;18/12/2017;5000000.0;microempresarial
6697;6697;femenino;comercio;comidas rapidas;manrique central no. 1;2;4.0;14/08/2018;800000.0;microempresarial
6698;6698;femenino;comercio;variedades;manrique oriental;2;3.0;3/05/2017;5000000.0;microempresarial
6699;6699;femenino;servicio;restaurante;llanaditas;1;8.0;1/08/2017;7377000.0;microempresarial
6700;6700;masculino;servicio;taller de electronica;popular;2;1.0;4/08/2016;6000000.0;microempresarial
6702;6702;femenino;servicio;fotografia;cristo rey;3;15.0;14/01/2016;6440000.0;microempresarial
6703;6703;femenino;comercio;variedades;buenos aires;2;9.0;18/04/2018;3000000.0;microempresarial
6704;6704;femenino;industria;fabrica de;aranjuez;3;4.0;1/11/2018;3000000.0;microempresarial
6705;6705;femenino;comercio;variedades;enciso;2;8.0;15/08/2018;7800000.0;microempresarial
6706;6706;femenino;servicio;peluqueria;el salvador;3;16.0;19/11/2016;2000000.0;microempresarial
6707;6707;femenino;industria;fabrica de;buenos aires;2;9.0;23/02/2017;6000000.0;microempresarial
6708;6708;femenino;comercio;criadero de animales;palmitas;2;50.0;24/04/2018;7800000.0;microempresarial
6709;6709;femenino;comercio;miscelanea;cabecera san cristobal;2;60.0;20/02/2018;300000.0;microempresarial
6711;6711;masculino;industria;fabrica de;kennedy;2;6.0;23/04/2018;7800000.0;microempresarial
6712;6712;femenino;servicio;peluqueria;san javier no.1;2;13.0;16/03/2018;7800000.0;microempresarial
6713;6713;masculino;comercio;restaurante;boston;2;10.0;17/02/2017;7370000.0;microempresarial
6714;6714;femenino;industria;fabrica de;antonio nariño;3;13.0;11/05/2018;5000000.0;microempresarial
6715;6715;masculino;comercio;almacen de ropa en;manrique oriental;2;3.0;21/12/2016;6000000.0;microempresarial
6716;6716;femenino;comercio;comidas rapidas;robledo;1;7.0;16/11/2018;5000000.0;microempresarial
6717;6717;femenino;comercio;fabrica de;granizal;2;1.0;27/11/2017;7300000.0;microempresarial
6718;6718;femenino;comercio;publicidad y;belen;1;13.0;11/10/2018;7000000.0;microempresarial
6719;6719;masculino;comercio;variedades;robledo;2;7.0;16/02/2017;4000000.0;microempresarial
6720;6720;masculino;comercio;variedades;manrique central no. 1;2;4.0;29/04/2019;4500000.0;microempresarial
6721;6721;masculino;industria;variedades;barrio caicedo;2;9.0;9/08/2018;7800000.0;microempresarial
6722;6722;masculino;comercio;comidas rapidas;aranjuez;2;4.0;23/02/2018;1000000.0;microempresarial
6723;6723;masculino;comercio;variedades;robledo;2;7.0;30/01/2019;2000000.0;microempresarial
6724;6724;femenino;servicio;comidas rapidas;santo domingo savio ;1;1.0;26/04/2016;6890000.0;microempresarial
6725;6725;masculino;industria;fabrica de;castilla;3;5.0;5/04/2018;7000000.0;microempresarial
6726;6726;femenino;servicio;variedades;san javier no.1;2;13.0;24/05/2017;6500000.0;microempresarial
6728;6728;femenino;comercio;comidas rapidas;20 de julio;1;13.0;23/01/2017;7000000.0;microempresarial
6731;6731;femenino;comercio;venta de calzado;robledo;2;7.0;24/02/2017;6500000.0;microempresarial
6732;6732;femenino;comercio;fabrica de alimentos;robledo;1;7.0;29/11/2017;7000000.0;microempresarial
6733;6733;masculino;comercio;montallantas;popular;1;1.0;17/03/2017;6800000.0;microempresarial
6734;6734;masculino;industria;fabrica de arepas;la floresta;3;12.0;21/04/2016;6800000.0;microempresarial
6735;6735;masculino;servicio;deposito de;picacho;1;6.0;19/07/2018;5000000.0;microempresarial
6736;6736;femenino;industria;fabrica de;san javier no.1;3;13.0;29/10/2018;7000000.0;microempresarial
6737;6737;masculino;comercio;almacen de ropa en;popular;2;1.0;29/04/2019;6000000.0;microempresarial
6738;6738;femenino;servicio;comidas rapidas;manrique central no. 1;1;4.0;28/11/2018;7800000.0;microempresarial
6739;6739;femenino;comercio;bares;belalcazar;3;5.0;11/11/2016;6890000.0;microempresarial
6740;6740;masculino;comercio;almacen de ropa en;vrda. san cristobal ;2;60.0;18/02/2016;6890000.0;microempresarial
6741;6741;femenino;comercio;almacen de ropa en;las violetas;2;16.0;17/01/2017;6000000.0;microempresarial
6742;6742;masculino;comercio;variedades;el chagualo;3;10.0;13/10/2017;7377000.0;microempresarial
6743;6743;femenino;comercio;variedades;belen;3;8.0;10/09/2018;6000000.0;microempresarial
6745;6745;femenino;servicio;montallantas;el compromiso;1;1.0;3/03/2017;5000000.0;microempresarial
6746;6746;femenino;servicio;variedades;villa hermosa;3;8.0;11/10/2018;1500000.0;microempresarial
6747;6747;masculino;comercio;taller de mecanica;la pradera;3;13.0;18/10/2016;6400000.0;microempresarial
6748;6748;femenino;servicio;fabrica de;manrique central no. 1;1;8.0;12/07/2016;6000000.0;microempresarial
6749;6749;femenino;industria;variedades;popular;1;1.0;29/04/2019;3000000.0;microempresarial
6750;6750;masculino;servicio;variedades;llanaditas;1;8.0;3/10/2018;6000000.0;microempresarial
6752;6752;masculino;comercio;variedades;la floresta;3;12.0;18/11/2016;5000000.0;microempresarial
6753;6753;femenino;servicio;papeleria;robledo;2;7.0;9/07/2018;7000000.0;microempresarial
6755;6755;femenino;comercio;distribuidora de;la pradera;3;13.0;16/08/2018;1500000.0;microempresarial
6756;6756;femenino;industria;fabrica de;la milagrosa;2;9.0;6/02/2018;7000000.0;microempresarial
6757;6757;femenino;industria;panaderia;belencito;2;13.0;14/02/2018;3000000.0;microempresarial
6758;6758;masculino;servicio;carpinteria;castilla;2;5.0;18/10/2018;1000000.0;microempresarial
6759;6759;femenino;comercio;almacen de ropa en;robledo;2;7.0;10/07/2017;7000000.0;microempresarial
6760;6760;femenino;industria;fabrica de;cabecera san antonio ;2;80.0;8/11/2017;4000000.0;microempresarial
6761;6761;masculino;comercio;fabrica de;cabecera san cristobal;3;60.0;29/09/2016;6890000.0;microempresarial
6762;6762;masculino;industria;fabrica de alimentos;moravia;1;4.0;23/04/2018;3000000.0;microempresarial
6763;6763;masculino;servicio;barberia;robledo;2;7.0;20/06/2018;6000000.0;microempresarial
6764;6764;femenino;comercio;comidas rapidas;robledo;2;7.0;10/08/2018;7800000.0;microempresarial
6765;6765;femenino;comercio;distribuidora de;guayabal;3;15.0;24/05/2018;7800000.0;microempresarial
6766;6766;femenino;comercio;almacen de ropa en;robledo;2;7.0;5/06/2018;2000000.0;microempresarial
6767;6767;masculino;servicio;comidas rapidas;robledo;3;7.0;2/08/2018;7800000.0;microempresarial
6768;6768;femenino;comercio;variedades;enciso;3;8.0;23/12/2016;6000000.0;microempresarial
6769;6769;femenino;comercio;variedades;santander;2;12.0;3/10/2017;5000000.0;juridica y cap.semilla
6770;6770;masculino;comercio;mantenimiento en;la candelaria;2;10.0;22/01/2016;5000000.0;microempresarial
6771;6771;femenino;industria;fabrica de;barrio caicedo;1;9.0;31/05/2017;6000000.0;microempresarial
6772;6772;masculino;servicio;cafe e internet;moravia;2;4.0;23/05/2017;7000000.0;microempresarial
6773;6773;femenino;comercio;variedades;barrio caicedo;2;9.0;23/11/2016;3500000.0;microempresarial
6774;6774;femenino;comercio;peluqueria;bello horizonte;1;7.0;28/02/2017;4000000.0;microempresarial
6776;6776;masculino;comercio;variedades;granizal;2;1.0;3/10/2018;3000000.0;microempresarial
6777;6777;femenino;comercio;tienda;popular;1;1.0;13/07/2018;7800000.0;microempresarial
6778;6778;masculino;comercio;variedades;villa hermosa;1;8.0;21/02/2018;7800000.0;microempresarial
6779;6779;femenino;servicio;variedades;santa cruz;1;2.0;10/10/2017;2000000.0;microempresarial
6780;6780;femenino;servicio;recreativo educativo;robledo;2;7.0;22/04/2016;6800000.0;microempresarial
6781;6781;femenino;servicio;peluqueria;doce de octubre no.1;2;6.0;13/09/2016;1500000.0;microempresarial
6782;6782;femenino;industria;fabrica de;popular;2;1.0;20/06/2018;6000000.0;microempresarial
6783;6783;femenino;comercio;variedades;boston;3;10.0;13/07/2018;4000000.0;microempresarial
6784;6784;femenino;comercio;comidas rapidas;las palmas;3;10.0;12/07/2018;7000000.0;microempresarial
6785;6785;femenino;comercio;almacen de ropa en;robledo;2;7.0;16/11/2016;2000000.0;microempresarial
6786;6786;masculino;agropecuaria;criadero de animales;andalucia;2;2.0;24/04/2019;8000000.0;microempresarial
6787;6787;femenino;comercio;variedades;antonio nariño;2;13.0;10/01/2018;4500000.0;microempresarial
6788;6788;femenino;servicio;peluqueria;robledo;2;7.0;3/04/2018;6000000.0;microempresarial
6789;6789;femenino;comercio;variedades;robledo;2;7.0;5/04/2018;4000000.0;microempresarial
6790;6790;masculino;servicio;carpinteria;manrique central no. 1;1;4.0;30/04/2018;6000000.0;microempresarial
6791;6791;femenino;comercio;variedades;doce de octubre no.1;2;6.0;26/11/2018;7800000.0;microempresarial
6792;6792;femenino;industria;fabrica de;manrique central no. 1;2;4.0;7/03/2018;3000000.0;microempresarial
6793;6793;femenino;servicio;fabrica de helados;manrique central no. 2;1;3.0;2/02/2017;5000000.0;microempresarial
6794;6794;femenino;comercio;cerrajeria;popular;1;1.0;29/02/2016;5000000.0;microempresarial
6795;6795;femenino;comercio;almacen de ropa en;popular;2;1.0;11/05/2017;7300000.0;microempresarial
6796;6796;femenino;industria;fabrica de;aranjuez;3;4.0;25/05/2016;6000000.0;microempresarial
6797;6797;femenino;comercio;granero;carpinelo;1;1.0;13/07/2018;7800000.0;microempresarial
6798;6798;masculino;comercio;cafe e internet;santo domingo savio ;1;1.0;8/08/2016;6800000.0;microempresarial
6799;6799;masculino;comercio;variedades;moravia;2;4.0;6/03/2018;6000000.0;microempresarial
6800;6800;masculino;servicio;variedades;barrio caicedo;2;9.0;7/07/2017;7377000.0;microempresarial
6801;6801;femenino;servicio;productos de belleza;la floresta;3;12.0;24/09/2018;6250000.0;microempresarial
6802;6802;femenino;comercio;tienda de helados;manrique central no. 2;3;3.0;14/06/2016;4000000.0;microempresarial
6803;6803;femenino;comercio;comidas rapidas;san pablo;2;1.0;20/03/2018;3000000.0;microempresarial
6804;6804;masculino;comercio;variedades;santa cruz;2;2.0;2/08/2018;2000000.0;microempresarial
6805;6805;femenino;comercio;almacen de ropa en;villa hermosa;1;8.0;24/01/2019;7000000.0;microempresarial
6806;6806;femenino;servicio;comidas rapidas;manrique central no. 2;3;3.0;13/10/2016;6890000.0;microempresarial
6808;6808;masculino;servicio;publicidad y;buenos aires;2;9.0;17/07/2017;30000000.0;empresarial ed. 
6809;6809;femenino;comercio;peluqueria;robledo;2;7.0;22/01/2019;8000000.0;microempresarial
6810;6810;masculino;industria;fabrica de;doce de octubre no.1;2;6.0;22/12/2016;6500000.0;microempresarial
6811;6811;femenino;servicio;peluqueria;doce de octubre no.1;1;6.0;4/04/2018;2500000.0;microempresarial
6812;6812;masculino;comercio;comidas rapidas;buenos aires;2;9.0;14/09/2017;73000000.0;microempresarial
6813;6813;masculino;servicio;cerrajeria;playon de los ;2;2.0;5/03/2018;1000000.0;microempresarial
6814;6814;femenino;servicio;comidas rapidas;granizal;2;1.0;22/05/2017;7000000.0;microempresarial
6815;6815;femenino;industria;fabrica de;cabecera san antonio ;2;80.0;28/11/2017;5000000.0;microempresarial
6816;6816;femenino;comercio;cafeteria;robledo;3;7.0;21/06/2017;4000000.0;microempresarial
6817;6817;masculino;comercio;variedades;doce de octubre no.1;2;6.0;25/09/2017;7370000.0;microempresarial
6818;6818;masculino;comercio;legumbreria;belencito;1;13.0;24/06/2016;6000000.0;microempresarial
6819;6819;masculino;comercio;fabrica de juegos;bombona no. 1;3;10.0;19/02/2018;7800000.0;microempresarial
6820;6820;femenino;comercio;tienda;la hondonada;1;16.0;22/04/2019;4500000.0;microempresarial
6821;6821;femenino;comercio;variedades;manrique central no. 1;2;4.0;5/08/2016;5000000.0;microempresarial
6822;6822;femenino;comercio;productos de belleza;calasanz;2;12.0;11/10/2018;7800000.0;microempresarial
6823;6823;femenino;comercio;comidas rapidas;barrio caicedo;2;9.0;25/05/2018;4000000.0;microempresarial
6824;6824;femenino;comercio;variedades;popular;2;1.0;26/04/2019;4500000.0;microempresarial
6825;6825;femenino;industria;fabrica de;santa lucia;3;12.0;20/09/2018;900000.0;microempresarial
6826;6826;masculino;servicio;barberia;calasanz;3;12.0;18/10/2018;7000000.0;microempresarial
6827;6827;femenino;servicio;fumigacion;villa hermosa;3;8.0;21/11/2018;7812000.0;microempresarial
6828;6828;femenino;industria;venta de calzado;robledo;2;7.0;10/10/2016;6800000.0;microempresarial
6829;6829;femenino;comercio;almacen de ropa en;belen;3;16.0;28/07/2017;5000000.0;microempresarial
6830;6830;masculino;industria;fabrica de;manrique central no. 2;3;16.0;16/06/2016;5000000.0;microempresarial
6831;6831;femenino;industria;fabrica de;manrique central no. 2;2;3.0;9/08/2017;4500000.0;microempresarial
6832;6832;femenino;servicio;comidas rapidas;manrique central no. 1;2;4.0;22/11/2017;4500000.0;microempresarial
6834;6834;femenino;comercio;tienda;el socorro;2;13.0;5/09/2017;7377000.0;microempresarial
6835;6835;masculino;comercio;tienda;loreto;3;9.0;14/08/2018;7800000.0;microempresarial
6836;6836;femenino;comercio;tienda;oriente;1;3.0;22/06/2018;7800000.0;microempresarial
6837;6837;femenino;comercio;cafe e internet;belen;3;16.0;27/01/2017;30000000.0;empresarial ed. 
6838;6838;femenino;servicio;peluqueria;florencia;3;5.0;2/08/2017;5000000.0;microempresarial
6839;6839;masculino;industria;fabrica de calzado;kennedy;2;6.0;7/06/2016;6000000.0;microempresarial
6840;6840;femenino;servicio;variedades;belen;3;16.0;22/03/2017;4000000.0;microempresarial
6841;6841;femenino;comercio;charcuteria;buenos aires;3;9.0;11/07/2018;2500000.0;microempresarial
6842;6842;femenino;servicio;panaderia;villa niza;2;2.0;8/03/2017;7377000.0;microempresarial
6843;6843;femenino;servicio;mantenimiento en;tejelo;3;5.0;25/10/2017;7000000.0;microempresarial
6844;6844;masculino;comercio;almacen de ropa en;manrique oriental;2;3.0;1/12/2017;7377000.0;microempresarial
6845;6845;femenino;industria;fabrica de;robledo;2;1.0;3/09/2018;7800000.0;microempresarial
6846;6846;femenino;comercio;comidas rapidas;el compromiso;1;1.0;21/02/2018;7800000.0;microempresarial
6847;6847;masculino;servicio;viveros;manrique central no. 1;3;4.0;19/07/2017;7300000.0;microempresarial
6848;6848;masculino;comercio;almacen de ropa en;20 de julio;1;13.0;31/07/2017;5000000.0;microempresarial
6849;6849;masculino;comercio;fabrica de;santa cruz;2;2.0;23/01/2019;8281160.0;microempresarial
6850;6850;femenino;servicio;fabrica de alimentos;robledo;1;7.0;24/10/2018;5000000.0;microempresarial
6851;6851;femenino;servicio;cafeteria;castilla;2;5.0;3/10/2016;6890000.0;microempresarial
6852;6852;masculino;comercio;comidas rapidas;manrique central no. 1;1;4.0;19/04/2017;4000000.0;microempresarial
6853;6853;masculino;servicio;taller de mecanica;santo domingo savio ;2;1.0;10/07/2018;2500000.0;microempresarial
6855;6855;femenino;comercio;variedades;la milagrosa;3;9.0;23/10/2017;7000000.0;microempresarial
6856;6856;femenino;comercio;tienda de helados;enciso;2;8.0;25/02/2019;8281160.0;microempresarial
6857;6857;femenino;servicio;peluqueria;aranjuez;2;4.0;22/04/2016;5000000.0;microempresarial
6858;6858;masculino;agropecuaria;sembrados;cabecera san antonio ;3;80.0;30/06/2017;12000000.0;agropecuaria
6859;6859;femenino;agropecuaria;criadero de animales;cabecera san cristobal;2;60.0;8/08/2017;12000000.0;agropecuaria
6861;6861;masculino;comercio;variedades;buenos aires;3;9.0;22/09/2017;6000000.0;microempresarial
6862;6862;masculino;comercio;variedades;la america;3;12.0;11/08/2017;7200000.0;microempresarial
6863;6863;femenino;comercio;tienda;manrique oriental;2;3.0;20/03/2018;7800000.0;microempresarial
6865;6865;femenino;comercio;comidas rapidas;andalucia;2;2.0;26/04/2018;2500000.0;microempresarial
6866;6866;masculino;comercio;tienda;manrique central no. 2;3;3.0;29/08/2017;7370000.0;microempresarial
6867;6867;masculino;comercio;variedades;la francia;2;2.0;13/03/2018;2000000.0;microempresarial
6868;6868;masculino;comercio;variedades;manrique central no. 2;1;3.0;19/12/2016;6000000.0;microempresarial
6869;6869;femenino;industria;fabrica de;cabecera san antonio ;2;80.0;26/10/2018;7800000.0;microempresarial
6870;6870;masculino;servicio;taller de mecanica;popular;2;1.0;20/09/2017;7370000.0;microempresarial
6871;6871;femenino;comercio;almacen de ropa en;san javier no.1;3;13.0;7/03/2018;5000000.0;microempresarial
6872;6872;femenino;servicio;recreativo educativo;san jose de la cima no. ;1;3.0;30/01/2018;5000000.0;microempresarial
6873;6873;masculino;servicio;recreativo educativo;popular;2;1.0;11/08/2016;6300000.0;microempresarial
6874;6874;masculino;comercio;fabrica de;centro admtivo;3;10.0;26/12/2016;20000000.0;juridica y cap.semilla
6875;6875;femenino;comercio;comidas rapidas;manrique central no. 1;1;4.0;5/07/2018;2000000.0;microempresarial
6876;6876;masculino;industria;fotografia;robledo;1;7.0;24/08/2016;4000000.0;microempresarial
6877;6877;masculino;servicio;barberia;robledo;2;7.0;10/04/2018;5000000.0;microempresarial
6878;6878;femenino;comercio;restaurante;la avanzada;1;1.0;21/02/2019;8281000.0;microempresarial
6879;6879;masculino;comercio;papeleria;la america;3;12.0;5/02/2018;7000000.0;microempresarial
6880;6880;femenino;servicio;productos de belleza;villa hermosa;3;8.0;15/02/2018;7800000.0;microempresarial
6881;6881;femenino;industria;fabrica de;popular;2;1.0;6/04/2018;7800000.0;microempresarial
6882;6882;masculino;industria;fabrica de;guayabal;3;15.0;24/10/2017;7370000.0;microempresarial
6883;6883;femenino;servicio;cafe e internet;robledo;3;7.0;23/11/2016;5000000.0;microempresarial
6884;6884;masculino;servicio;cafe e internet;enciso;1;8.0;12/04/2018;7800000.0;microempresarial
6885;6885;femenino;industria;fabrica de;manrique central no. 1;2;4.0;16/03/2018;1500000.0;microempresarial
6886;6886;femenino;comercio;fabrica de;belen;2;16.0;19/04/2018;7800000.0;microempresarial
6887;6887;femenino;comercio;tienda;manrique oriental;2;3.0;31/01/2018;7000000.0;microempresarial
6888;6888;masculino;industria;fabrica de;barrio caicedo;2;9.0;16/07/2018;7000000.0;microempresarial
6889;6889;femenino;comercio;cafeteria;san javier no.1;2;13.0;1/03/2018;7000000.0;microempresarial
6890;6890;femenino;industria;fabrica de repuestos;castilla;3;5.0;16/11/2016;6890000.0;microempresarial
6891;6891;femenino;servicio;peluqueria;manrique oriental;3;3.0;9/08/2018;5000000.0;microempresarial
6892;6892;femenino;servicio;mantenimiento en;francisco antonio zea;3;5.0;29/03/2019;5000000.0;microempresarial
6893;6893;femenino;servicio;peluqueria;santa cruz;2;2.0;13/01/2017;6000000.0;microempresarial
6894;6894;femenino;comercio;tienda;buenos aires;2;9.0;12/06/2019;3000000.0;microempresarial
6895;6895;femenino;comercio;fabrica de;picachito;1;6.0;5/10/2016;4000000.0;microempresarial
6896;6896;femenino;servicio;peluqueria;popular;1;1.0;7/11/2017;4000000.0;microempresarial
6897;6897;masculino;comercio;fabrica de;enciso;2;8.0;22/01/2018;7800000.0;microempresarial
6898;6898;femenino;servicio;recreativo educativo;florencia;3;5.0;2/06/2017;7000000.0;microempresarial
6899;6899;femenino;comercio;tienda;robledo;1;7.0;22/11/2017;7000000.0;microempresarial
6900;6900;femenino;comercio;comidas rapidas;robledo;2;7.0;7/03/2018;3000000.0;microempresarial
6901;6901;masculino;comercio;almacen de ropa en;la milagrosa;3;9.0;28/06/2016;6890000.0;microempresarial
6902;6902;femenino;comercio;distribuidora de;andalucia;2;2.0;23/09/2016;6890000.0;microempresarial
6903;6903;femenino;comercio;mantenimiento en;enciso;2;8.0;27/08/2018;3500000.0;microempresarial
6905;6905;femenino;servicio;fabrica de productos;enciso;2;8.0;19/07/2017;3500000.0;microempresarial
6906;6906;femenino;comercio;variedades;prado;3;10.0;6/05/2016;6890000.0;microempresarial
6907;6907;masculino;industria;fabrica de;el salado;2;9.0;26/02/2018;5000000.0;microempresarial
6908;6908;masculino;servicio;mantenimiento en;villatina;2;8.0;23/12/2016;3000000.0;microempresarial
6909;6909;femenino;comercio;comidas rapidas;cabecera san cristobal;1;60.0;16/05/2018;7000000.0;microempresarial
6910;6910;femenino;industria;fabrica de;campo valdes no. 1;3;4.0;20/02/2016;6000000.0;microempresarial
6911;6911;masculino;industria;fabrica de;san javier no.1;3;13.0;28/04/2017;7377000.0;microempresarial
6914;6914;femenino;comercio;variedades;belencito;2;13.0;29/11/2016;6800000.0;microempresarial
6915;6915;masculino;industria;panaderia;altavista;1;16.0;28/05/2018;7000000.0;microempresarial
6916;6916;femenino;comercio;variedades;toscana;3;5.0;14/06/2016;2000000.0;microempresarial
